well_no,well_name,owner,depth,aquifer_co,swl,pwsid,usgs_id,data_sourc,comments,aka2,aka3,chapid,grazing_di,welltype,well_use,well_statu,sdwa_type,nn_agency,USE,lat,long,Chapter,Al,Alkalinity_Total,As,Ba,Be,Bicarbonate,Bromide,Ca,Carbonate,Cd,Chloride,Conductivity,Corrosivity,Cr,Cu,DissolvedOxygen,Fe,Fluoride,Hardness,Hg,K,Mg,Mn,Mo,Na,Ni,Nitrate,Nitrite,Pb,pH,Phosphate,Ra_226,Ra_228,Ra_Total,Rn_222,Salinity,Sb,Se,Sn,SpecificConductance,Sr,Sulfate,Temperature,Tl,TotalDissolvedSolids,Turbidity,U,V,Zn
,A-19-26 04DBA,,0,"0",0,,350425109344000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.0736373708,-109.578721338,Off Reservation,,,,,,"150",,"657","0",,"23900",,,,,,,,"2100",,,"122",,,,,,,,"7.2",,,,,,,,,,"59300",,"1760",,,,,,,
,A-19-24 05CBB,,0,"0",0,,350434109492000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.0761356559,-109.823171903,Off Reservation,,,,,,"478",,"2.8","43",,"114",,,,,,"0","1.5","10",,,"0.7",,,,,,,,"8.8",,,,,,,,,,"1580",,"176","15",,,,,,
,A-20-26 32BDD,,0,"0",0,,350527109362000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.0908590587,-109.604833322,Off Reservation,,,,,,"619",,"5.7",,,"59",,,,,,"120","0.8","29",,"2.6","3.7",,,"290",,"0.09","0.23",,,,,,,,,,,,"1180",,"93","16",,,,,,
,A-20-26 21DCB,,0,"0",0,,350649109350000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1136365327,-109.58483283,Off Reservation,,,,,,"461",,"25","0",,"37",,,,,,"20","1","88",,"3.3","6.3",,,"260",,,,,"7.9",,,,,,,,,,"1100",,"240",,,,,,,
,A-20-26 34CDC,,0,"0",0,,350500109342000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.0833594451,-109.57261004,Off Reservation,,,,,,"174",,"98",,,"850",,,,,,,"0.8","310",,,"15",,,,,"5.9",,,,,,,,,,,,,"9490",,"3720",,,,,,,
,A-20-28 19CAC,,0,"0",0,,350657109244000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1158603718,-109.412048473,Off Reservation,,,,,,"167",,"24",,,"3.3",,,,,,"10","0.3","71",,"3.1","2.6",,,"34",,,,,,,,,,,,,,,"280",,"8.4","17.5",,,,,,
,A-20-27 04BCA,,0,"0",0,,350959109291000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1664142395,-109.485385352,Off Reservation,,,,,,"428",,"69",,,"62",,,,,,"10","0.7","260",,"2.6","21",,,"180",,"1.2","3.1",,,,,,,,,,,,"920",,"190","16",,,,,,
,A-21-27 25CCA,,0,"0",0,,351118109261000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1883588285,-109.436771984,Off Reservation,,,,,,"850",,"100",,,"38",,,,,,"10","0.4","340",,"4.7","21",,,"200",,,,,,,,,,,,,,,"1160",,"3.4",,,,,,,
,A-20-28 14AAB,,0,"0",0,,350824109200000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1400274205,-109.33398931,Off Reservation,,,,,,"161",,"42","0",,"8.9",,,,,,"20","0.4","120",,"3.1","4.8",,,"14",,,,,"7.3",,,,,,,,,,"300",,"6.2","15",,,,,,
,A-21-27 25CAD,,0,"0",0,,351119109255000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1886366455,-109.432049588,Off Reservation,"20",,"1","100",,,,"100",,"1","61",,,,"10",,"190","0.8","336","190","2.6","21",,,"160","6",,,"5","7.6",,"0.1",,"0.1",,,,"2",,"1255","840","340","14.5",,,"0.2","16","39","30"
,A-21-27 26DBD,,0,"0",0,,351119109264000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1886365209,-109.444827978,Off Reservation,,,,,,"534.5",,"66.5","0",,"40.5",,,,,,"25","0.85","240",,"3.6","17.5",,,"210",,"0",,,"7.8",,,,,,,,,,"1180",,"189.5",,,,,,,
,A-21-27 25BBD1,,0,"0",0,,351149109261000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1969697966,-109.436216386,Off Reservation,,,,,,"1010",,"4.2",,,"47",,,,,,"210","2.3","13",,"3.8","0.6",,,"440",,,,,,,,,,,,,,,"1280",,"88",,,,,,,
,A-21-27 25BBD2,,0,"0",0,,351149109261000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1969697966,-109.436216386,Off Reservation,,,,,,"930",,"6",,,"45",,,,,,"60","2.3","20",,"6.4","1.3",,,"430",,,,,,,,,,,,,,,"1250",,"61",,,,,,,
,A-21-28 21CAD,,0,"0",0,,351212109224000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2033591604,-109.378991342,Off Reservation,,,,,,"1240",,"4","51",,"38",,,,,,"145","10","14",,,"1",,,,,"0.4",,,"8.7",,,,,,,,,,"2340",,"170",,,,,,,
,A-21-28 23AAC,,0,"0",0,,351224109202000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2066928233,-109.340656083,Off Reservation,"10",,"1","100",,,,"88",,"1","50",,,,"6",,"20","0.5","282","10","2.9","15",,,"120","6",,,"5","7.85",,"0.1",,"0.1",,,,"3",,"1040","720","280","11.5",,,"0.2","8",,"20"
,A-21-28 30AAA2,,0,"0",0,,351152109242000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1978034374,-109.405103815,Off Reservation,"10",,"1","100",,,,"130",,"1","88",,,,"10",,"790","0.5","456","140","2.5","32",,,"200","7",,,"5","7.55",,"0.1","1.2","1.3",,,,"1",,"1690","1300","480","14.5",,,"1.4","23",,"80"
,A-21-28 20DCA,,0,"0",0,,351204109233000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2011368564,-109.390936429,Off Reservation,,,"14","72",,"478","0.26","117",,,"35.35",,,,"1.3",,"1210","0.375","395.5",,"4.975","24.2",,"3.4","147.5",,"0.221","0.033","1","7.35",,,,,,,,"2",,"1330","1180","168","15",,,,,"1","110"
,A-21-28 14DCA,,0,"0",0,,351253109201000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2147482643,-109.337878095,Off Reservation,,,,,,"342",,"110","0",,"35.5",,,,,,"805","0.5","462",,"8.15","46",,,"48",,"0.221","0.033",,"7.5",,,,,,,,,,"1030",,"250","16.8",,,,,,
,A-21-28 13CBC,,0,"0",0,,351254109195000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2150261175,-109.329822104,Off Reservation,"10",,"1","100","10","199",,"90.5","0","1","51",,,,"7",,"50","0.78","292","30","1.95","16",,"2.05","140","7","8","2","11","7.7","0.031","0.1",,"0.1",,,,"1",,"1040","770","290","13",,,"0.15",,"20","20"
,A-21-28 24BBC,,0,"0",0,,351229109195000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2080817812,-109.331488893,Off Reservation,,,"1","39","0.5","295.5",,"91.5","0","1","42",,,,"1",,"30.5","0.4","286.5",,"2.5","14",,"4","98.5",,"1.02","0.033","1","7.75",,,,,,,,,,"940","780","195","12.8",,,,,"2","34"
,A-21-28 13CDC,,0,"0",0,,351241109193000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.211415092,-109.325933103,Off Reservation,"10",,"1","100",,,,"75",,"1","36",,,,"5",,"360","0.5","286","10","6","24",,,"63","3",,,"5","7.55",,"0.1",,"0.1",,,,"1",,"829.5","930","140","14",,,"0.9",,"36","70"
,A-21-28 14DAD,,0,"0",0,,351258109200000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2161371654,-109.3342668,Off Reservation,,,,,,"356",,"137","0",,"36",,,,,,,"0.7","660",,,"68",,,,,"0.6",,,"7",,,,,,,,,,"1360",,"462",,,,,,,
,A-21-28 14DAA1,,0,"0",0,,351302109196000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2172482598,-109.333711202,Off Reservation,"30",,"1","100",,,,"210",,"1","61",,,,"4",,"300","1","743","630","7.9","53",,,"43","4",,,"6","7.4",,"4",,"4",,,,"5",,"1520","3400","480","15",,,"1.3",,"40","450"
,13N.16W.10.210,,0,"0",0,,352233108304000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.3758596555,-108.512299049,Off Reservation,,,,,,"280",,"90","0",,"10",,,,,,"1005","0.2","290",,,"15",,,,,"0.2",,,"7.2",,,,,,,,,,"562",,"59","9",,,,,,
Hotevilla Main Spring,,,0,"0",0,,0,,,,,"111","0",DS,OTH,UNK,UWS,,Other,35.92844,-110.67383,Off Reservation,,,"4.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.62362031",,
Hopi Health Center,,,0,"0",0,,0,,,,,"111","0",WW,OS,ACT,UWS,,Livestock,35.80229,-110.42526,Off Reservation,,,"13.71882338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.24001496",,
Hopi Texaco,,,0,"0",0,,0,,,,,"111","0",WW,OS,ACT,UWS,,Livestock,35.79366,-110.50573,Off Reservation,,,"17.569789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.75782687",,
Kykotsmovi #1,Two Springs,,0,"0",0,,0,,,,,"111","0",NS,UNK,UNK,UWS,,Unknown,35.81116,-110.52882,Off Reservation,,,"2.518549602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.25810382",,
Kykotsmovi #2,Two Springs,,0,"0",0,,0,,,,,"111","0",NS,UNK,UNK,UWS,,Unknown,35.81116,-110.52882,Off Reservation,,,"2.716396848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.93875167",,
Keams Canyon TP,,,0,"0",0,,0,,,,,"111","0",WW,OS,ACT,UWS,,Livestock,35.81505,-110.20504,Off Reservation,,,"68.93112706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.543389499",,
Kurlee Valley Dam,,,0,"0",0,,0,,,,,"111","0",SW,OTH,UNK,UWS,,Other,36.1058,-111.23208,Coalmine Mesa,,,"1.168690618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.10250866",,
Polacca Old School,Polacca Day School Ruins,,0,"0",0,,0,,,,,"111","0",SW,OTH,UNK,UWS,,Other,35.83078,-110.38932,Off Reservation,,,"128.763076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.17839981",,
Pond 461,,,0,"0",0,,0,,,,,"111","0",SW,UNK,UNK,UWS,,Unknown,35.71097,-111.31345,Off Reservation,,,"15.13507251",,,,,,,"0.138753959",,,,"1.388462792",,,,,,,,,,"10.94430684",,"1.784118531",,,"0.189598344",,,,,,,,"1.638249722","34.77922031","0.577670265",,,,,,,,"8.050661345",,
Pasture Canyon Canal,,,0,"0",0,,0,,,,,"111","0",NS,OTH,UNK,UWS,,Other,36.14631,-111.20991,Off Reservation,,,"3.109259367",,,,,"29.13942813",,,,,,,,,,,,,"0","5.646352246","15.51337855",,"0",,,,,,,,,,,,,,,,,,,,,,"1.250615741",,"4.574767711"
Pavisba,,,0,"0",0,,0,,,,,"111","0",NS,UNK,UNK,UWS,,Unknown,35.80666,-110.53255,Off Reservation,,,"2.562452946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.59382274",,
Tuuvi Visitor Center,,,0,"0",0,,0,,,,,"111","0",WW,OS,ACT,UWS,,Livestock,36.11855,-111.22917,Off Reservation,,,"3.789221306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.810068464",,
U2-PW,Hopi Well Windmill,,0,"0",0,,0,,,,,"111","0",WW,OS,ACT,UWS,,Livestock,35.80317,-110.44381,Off Reservation,,,"1.138140815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.967840071",,
AWWC PWS,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2101399806,-109.32447,Off Reservation,,,,,,,,,,,,"909",,,,,,,,,,,,,,,,,,"7.83",,"0.2","0.34","0.54",,"500",,,,"1084",,,"16.6",,,,"64.1791044776119",,
Nine Mile,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9869799823,-109.56094,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"0.149253731343284",,
Pinta well,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.0909299815,-109.60468,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"8.80597014925373",,
1451 well,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1974499837,-109.43833,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"0.611940298507463",,
Cottonwood,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.0218999822,-109.54663,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"6.26865671641791",,
Colt well,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.148159983,-109.556520001,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,"19.4029850746269",,
District A,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1994199821,-109.403400001,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"31.3432835820896",,
Sanders Sc,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2174469814,-109.333662,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.116","0.2","0.316",,,,,,,,,,,,,"61.1940298507463",,
ATSF 1 WEL,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1941799816,-109.44037,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,
White Mesa,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.1973399822,-109.319890001,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"4.77611940298507",,
Twelve Mil,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9510299818,-109.50524,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"7.46268656716418",,
Sanders Fi,,,0,"0",0,,0,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.2074399831,-109.33105,Off Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"20.8955223880597",,
,A-17-26 13CCD,,0,"0",0,,345300109333000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.8833635481,-109.558996394,Off Reservation,,,,,,"661",,"20","112",,"35",,,,,,"20","9.1","64",,"0.7","3.3",,,"420",,,,,"8.9",,,,,,,,,,"1500",,"140",,,,,,,
,A-18-28 22ABC,,0,"0",0,,345650109212000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9472530433,-109.35621197,Off Reservation,,,,,,"82",,"2.8","69",,"22",,,,,,"300","0.5","7",,"0.7","0.1",,,"110",,,,,"10",,,,,,,,,,"500",,"35",,,,,,,
,A-18-27 18CBB,,0,"0",0,,345700109302000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9500289862,-109.506218124,Off Reservation,,,,,,"179",,"7","0",,"34",,,,,,"10","0.5","24",,"1","1.7",,,"100",,,,,"8.1",,,,,,,,,,"510",,"17","17",,,,,,
,A-18-28 30BBC,,0,"0",0,,345610109301000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9361403457,-109.503440047,Off Reservation,,,,,,"138",,"23","0",,"6.8",,,,,,"150","0.3","82",,"3.2","6",,,"29",,,,,"7.8",,,,,,,,,,"260",,"13",,,,,,,
,A-18-22 16AAB2,,0,"0",0,,345801110003000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9669713864,-110.007617768,Off Reservation,,,,,,"351.5",,"14.5","12.5",,"33",,,,,,,"1.26","41.5",,,"1.25",,,"117.5",,"1",,,,,,,,,,,,,,,"132.5",,,,,,,
,A-18-24 16BBB1,,0,"0",0,,345757109482000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9658610688,-109.806225784,Off Reservation,"10",,"12","100",,"827",,"10","0","1","390",,,,"9",,"210","1.4","38.1","280","0.9","3.2",,,"590","45",,,"5","8.25",,"0.2","3","3.2",,,,"1",,"2200","500","260","14.5",,,,,"140","70"
,A-18-22 16AAB1,,0,"0",0,,345758110003000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9661380664,-110.008173266,Off Reservation,,,,,,"460",,"44","10",,"500",,,,,,,"0.95","140",,,"8",,,"550",,"6",,,,,,,,,,,,,"2820",,"163",,,,,,,
,A-18-23 12CBC1,,0,"0",0,,345823109514000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9730828767,-109.860393395,Off Reservation,,,,,,"500",,"80","0",,"580",,,,,,,"1.4","250",,,"13",,,,,"2.5",,,"8",,,,,,,,,,"2970",,"243","15",,,,,,
,A-18-24 08BCB,,0,"0",0,,345841109482000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9780828597,-109.824281869,Off Reservation,,,"1","100","10","378.5",,"720","0","10","37000",,,,"2",,"65010","15.1","2635",,"42.5","95.6",,"1","23500",,"0.221","0.033","6","6",,,,,,,,,,"86400","7100","2000","20.9",,,,,"400","70"
,A-18-23 10DDA,,0,"0",0,,345817109525000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,34.9714161794,-109.881227017,Off Reservation,,,,,,"532",,"18","45",,"82",,,,,,,"1.7","72",,,"6.6",,,,,"3",,,"8.9",,,,,,,,,,"1410",,"122","18",,,,,,
03-0591,,TRIBE O&M,900,"0",620,"0",0,FIELD CHECKED   05/93,Moved 20m SSW to structure next to tank on DOQQ.,,,"11","3",WW,LIV,INA,UWS,Western,Livestock,35.7688923849,-111.406932139,Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.65","1.01","1.66",,,,,,,,,,,,,"5.37313432835821",,
03K-331,03 098-08.80X15.98,TRIBE O&M,840,"66",641,,0,USGS TUCSON WRD 2/26/85,,,,"11","3",WW,DOM,INA,UWS,Western,Domestic,35.7669372559,-111.407928467,Cameron,,,"22.22698876",,,,,"88.60620017",,"0.138753959","1413.728399",,,"0.340453867",,,,"20.68814406",,,"0","53.36986118",,"3.33166896","0","5.562328463","51.47212342",,"0.066418355",,,,,,,,"0.256616515","22.07537624","0.924542965",,,"327.0095748",,,,,"3.233543266",,
Cameron 1,03 098-09.15X08.69,Cameron TP,370,"50",0,,0,USGS TUCSON WRD 2/26/85,Moved 50m NE to USACE location,Cameron Trading Post,,"11","3",WW,UNK,UNK,UWS,Western,Unknown,35.8744300001,-111.41356,Cameron,"88.8",,"3.3","16.8","2",,,"52.5",,"2",,"1716",,"5","14.6",,"55.4",,,"0.009","5.5","29","24.9",,"316","10",,,"3","7.97",,"0.049","0.567","0.616",,,"10","5",,,,,"19","10",,,,"20","8.3"
,Cameron Chapter House,,0,"0",0,,0,,,,,"11","3",UNK,UNK,UNK,REG,Western,Unknown,35.86959,-111.41612,Cameron,"90",,"47","30.7","2",,,"57.1",,"2",,"445",,"5","10",,"50.3",,,"0.05","4.02","24.2","65.2",,"340","10",,,"1.1",,,"0.064","0.46",,,,"10","5",,,,,"17.6","10",,,,"20","964"
03T-527,03 098-11.17X10.05,TRIBE O&M,155,"50",0,,0,USGS TUCSON WRD 2/26/85,Moved 55m NW to windmill location next to tank on DOQQ.,,,"11","3",WW,DOM,ACT,UWS,Western,Domestic,35.8537648945,-111.449869777,Cameron,"35.2",,"10","26.1","2",,,"52.9",,"2",,"652",,"5","8.7",,"267",,,"0.05","5.66","36.4","2.7","23.52110344","34.2","5.731531902",,,"3","8.04",,"0.066","0.458","0.524",,,"10","32.52656914","0.577670265",,,,"22.1","10",,,"14.88370905","4.8","151"
,Little Colorado Spring,,0,"0",0,,0,,,,,"11","3",UNK,UNK,UNK,UWS,Western,Unknown,35.86166667,-111.3952778,Cameron,,,"1.42720854",,,,,"27.1318495",,"0.138753959","23.1910266",,,"2.085860471",,,,"0.80768439",,,"9.433970549","28.61324542",,"7.487821345","0","2.574925312","4.71067835",,"0.056781058",,,,,,,,"0.266316613",,"0.577670265",,,"57.59313309",,,,,"18.4827539",,
Cameron Trading Post,,,0,"0",0,,0,,,,,"11","3",WW,OS,ACT,UWS,Western,Livestock,35.87516,-111.41327,Cameron,,,"3.285244133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.33307827",,
Janis Spring,,,0,"0",0,,0,,,,,"11","3",NS,OTH,UNK,UWS,Western,Other,35.86159,-111.39581,Cameron,,,"2.817095909",,,,,"35.97437005",,"0.138753959","56.50259325",,,"1.67115629",,,,"1.68746071",,,"13.09499681","28.10773259",,"12.21676581","81.61501582","0.808293428","15.30590581",,"0.056781058",,,,,,,,"2.790200723",,"0.577670265",,,"107.1208908",,,,,"18.1211079",,
Tappen Spring,,,0,"0",0,,0,,,,,"11","3",NS,UNK,UNK,UWS,Western,Unknown,35.85845,-111.48432,Cameron,,,"1.867776788",,,,,,,"0.138753959",,,,"2.498005512",,,,,,,,,,"11.81370197",,"0.85061584",,,"0.056781058",,,,,,,,"0.217364388",,"0.577670265",,,,,,,,"4.685934209",,
Shallow Well,,,0,"0",0,,0,,,,,"11","3",NS,UNK,UNK,UWS,Western,Unknown,35.75493,-111.36797,Off Reservation,,,"2.013818515",,,,,,,"0.138753959",,,,"0.567810058",,,,,,,,,,"34.11410282",,"1.709218901",,,"0.073773614",,,,,,,,"0.29323833","61.47775009","0.577670265",,,,,,,,"63.04457147",,
BACA-2,PREWITT REFINERY OLD RR-2,REFINERY,774,"0",144,,0,STONE-6/NMENG-35/ASLD-12,,,,"111","0",WW,IND,UNK,UWS,,Independent,35.3600311279,-108.02923584,Off Reservation,,,,,,,,"99",,,,,,,,,,,"320",,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,
BACA-3,BLUEWATER PREWITT REFINERY,REFINERY,190,"0",79.9,,0,STONE-6/NMENG-35/ASLD-12,,,,"111","0",WW,UNK,UNK,UWS,,Unknown,35.3600234985,-108.033683777,Off Reservation,,,,,,"330",,,"0",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"693",,,,,,,,,
BACA-6,PREWITT REFINERY,REFINERY,200,"0",87.6,,0,STONE-6/NMENG-35/ASLD-12,,,,"111","0",WW,IND,UNK,UWS,,Independent,35.3600234985,-108.035903931,Off Reservation,,,,,,"270",,"9","0",,"17",,,,,,,,"37",,,"3.5",,,,,"5.6",,,"8.3",,,,,,,,,,"597",,"61",,,,,,,
EPNG P-1,PREWITT REF NEW RR WELL,REFINERY,790,"0",67,,0,STONE-6/NMENG-35/ASLD-12,,,,"111","0",WW,UNK,UNK,UWS,,Unknown,35.3600234985,-108.031463623,Off Reservation,,,,,,"320",,,"0",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"641",,,,,,,,,
,15N.17W.08.333A,,0,"0",0,,353220108400000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.5389109473,-108.667304089,City Of Gallup,,,,"13","1.5",,,"140",,"3",,,,,"30",,"40",,"492",,,"17.02",,"30","350","30",,,"30","7.6",,,,,,,,"1",,"2150","1800",,"7.5",,,,,"18","15"
,15N.17W.08.333C,,0,"0",0,,353220108400000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.5389109473,-108.667304089,City Of Gallup,,,,"10","0.5",,,"41",,"1",,,,,"10",,"3",,"131",,,"3.625",,"10","310","10",,,"10","7.75",,,,,,,,"1",,"1540","370",,"8.5",,,,,"6","3"
,15N.17W.08.333D,,0,"0",0,,353220108400000,,,,,"111","0",UNK,UNK,UNK,UNK,,Unknown,35.5389109473,-108.667304089,City Of Gallup,,,,"15","0.5",,,"57",,"1",,,,,"10",,"11",,"188",,,"5.57",,"10","240","10",,,"10","7.55",,,,,,,,"1",,"1330","540",,"9",,,,,"6","3"
O-24,(D-41-25)17CDB- 1,SUPERIOR,5480,"40",0,,371311109115000,USGS RESTON 11/09/84,,,,"2","12",WW,IND,UNK,UWS,FortDefiance,Independent,37.2197113037,-109.196784973,Aneth,,,,"100",,"594","0.02","112","0",,"3080",,,,,,"2600","0.55","470",,"24","41","80",,"2700",,"0.2",,,"7.65",,,,,,,,,,"11650","11000","1270","16",,"7500",,,"84",
12-UNK-0011,(D-40-24)15BCC- 1,TEXACO,1100,"40",-97,,371841109162000,USGS RESTON 11/09/84,Moved 165m WSW to structure/windmill location on DOQQ,,,"2","12",WW,IND,UNK,UWS,FortDefiance,Independent,37.3108817118,-109.275214823,Aneth,,,,,,"822",,"25","0",,"44",,,,,,,"1.1","230",,,"41",,,,,"1.1",,,,,,,,,,,,,"2500",,"673","23",,"1760",,,,
09T-599,SKY HI #1,NTUA,350,"41",33,UT   3018,371532109180000,FIELD CHECKED  06/92,,,,"2","12",WW,MUN,ACT,REG,FortDefiance,Municipal,37.2587394714,-109.304504395,Aneth,"50",,"1","46","1",,,"35",,"1",,"0.153",,"20","5","6","60",,,,"1","3.3","2","50","18","30","0.95",,"1","8.26",,,,,,"0",,"1",,,,,"23.1",,,"13","6",,"90"
CLUGSTON,(D-40-24)32DCB- 1,MONTEZUMA,260,"41",67,,371540109182000,USGS RESTON 11/09/84,,,,"2","12",WW,MUN,UNK,REG,FortDefiance,Municipal,37.2611083984,-109.305679321,Aneth,,,,,,,,"1.2",,,"9.1",,,,,,,"1.3","4",,"1.9","0.23",,,"280",,,,,"9.2",,,,,,,,,,"1205",,"130","18",,"728",,,,
12T-541,(D-41-26)33DBB- 1,TRIBE O&M,753,"45",246.6,,371037109041000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"2","12",WW,LIV,ACT,UWS,FortDefiance,Livestock,37.1769371033,-109.070114136,Aneth,,,,"100",,"752","0.21","6.3",,,"55",,,,,,"90","1.3","25.1",,"4.2","1.7","10",,"840",,,,,"8.15",,,,,,,,,,"3365","2100","970","18",,"2230",,,"1",
H-G-F 1-A,(D-39-25) 5ACA- 1,PRIVATE,372,"44",-149,,372540109113000,USGS/FIELD CHECK 09/94,,,,"2","12",AW,DOM,ACT,UWS,FortDefiance,Domestic,37.4281539917,-109.193778992,Aneth,"10",,"14","38",,"646","0.6","16.5","12","1","46.5",,,"1","1",,"90","1.75","62","0.1","17","5.05",,,"271",,"0.6","0.033",,"8",,,,,,,,"1",,"1390",,"101","19.15",,"794",,,"1","50"
